palavra correta;palavra digitada;px;p1;p2;p3;p4;p1_lx;p1_l1;p1_l2;p1_l3;p1_l4
rating;ratting;2;13;2;27;352;ratting;ratting;ratting;ratting;ratting
rating;reating;8;59;50;42;48;eating;granite;creating;creating;creating
rating;reigning;136747;11360;4108;1890;135701;reigning;reigning;reigning;reigning;reigning
rating;waiting;61;183;231;156;179;waiting;waiting;waiting;waiting;waiting
rating;weieght;135434;24870;140873;135615;135232;weight;weighted;weight;weight;a
rating;wrating;1;8;1;1;1;rating;strawing;rating;rating;rating
rating;wrecking;136080;8918;3325;1703;135623;wrecking;wrecking;wrecking;wrecking;wrecking
rating;writing;56;216;321;178;181;writing;writing;writing;writing;writing
rattle;ratle;1;34;1;4;135318;rattle;alert;rattle;batler;batler
raw;rore;135787;90197;150404;135802;135410;rore;rore;rore;rore;rore
raw;row;135488;225;139532;135547;135406;row;row;row;row;row
reach;rech;33;11;63;136541;135532;reech;cher;reech;brecht;brecht
reach;rich;370;805;3805;136191;135611;rich;rich;rich;rich;rich
reached;reach;7;165;7;7;7;reach;chare;reach;reach;reach
reached;reched;6;7;17;110;109;reeched;ardeche;reeched;creche;creche
reaching;reching;135970;5;10;90;85;leching;cheering;reeching;leching;leching
reactions;reactioons;1;17;1;1;2;reactions;octonaries;reactions;reactions;reaction
reactions;reactioos;2;38;2;2;2;reaction;octonaries;reaction;reaction;reaction
read;raed;135831;6;147210;135589;135550;rae;ared;rae;rae;hurraed
read;red;289;30;1801;136566;135549;red;der;red;red;red
read;reed;574;330;3513;135997;135577;reed;deer;reed;reed;reed
read;rend;258;294;2712;136367;135606;rend;dern;rend;rend;rend
reader;reder;24;4;95;633;135685;redder;erred;redder;rede;credere
readily;readly;3;11;4;57;58;dreadly;dearly;dreadly;dreadly;dreadly
readily;redily;1;5;4;42;44;readily;direly;greedily;deedily;deedily
reading;reding;8;31;28;224;211;reding;dinger;reding;reding;reding
reading;rienind;980;1127;27903;137293;135703;friend;nidering;friend;rien;aliening
readjusted;reajusted;1;1;1;2;4;readjusted;readjusted;readjusted;justed;justed
ready;reader;36;952;60;43;57;reader;dearer;reader;reader;reader
ready;rede;946;2140;6343;136747;135703;rede;deer;rede;rede;rede
ready;redy;21;19;69;136640;135611;reddy;drey;reddy;red;scaredy
ready-made;ready_made;0;0;0;0;0;embreaded;daydreamed;reade;reade;ready
real;reall;2;22;2;2;2;really;aller;really;really;really
real;reel;267;253;1860;136009;135653;reel;leer;reel;reel;reel
realistic;realistice;1;5;1;1;1;realistic;rectiserial;realistic;realistic;realistic
reality;reail;106;227;645;434;135661;rerail;ariel;ail;ail;a
realize;relize;2;2;3;67;69;belize;elzevir;belize;belize;belize
realize;rilise;2366;10769;21847;137958;136012;lise;elixirs;sterilise;sterilise;sterilise
realized;relized;136187;1;2;25;26;relied;realized;obelized;obelized;mongrelized
really;arealy;2;73;2;21;21;areal;allayer;areal;areal;areal
really;irealy;1;128;1;14;14;really;clayier;really;real;real
really;rages;136171;20312;150080;136337;135841;rages;agers;rages;rages;rages
really;rayly;163;120;3174;135748;135686;gayly;yarely;gayly;gayly;gayly
really;realea;39;2993;42;33;30;realer;areolae;reale;reale;reale
really;reallike;135962;662;4;1;1;taillike;leakier;alike;really;really
really;realy;1;28;1;14;14;really;early;really;real;real
really;reant;136543;27697;705;476;135736;creant;antre;creant;creant;creant
really;rearly;22;55;51;481;135772;rearly;rarely;rearly;rearly;rearly
really;reeling;136376;64057;29694;142769;136585;reeling;leering;reeling;reeling;reeling
really;reelver;136088;19084;16640;137116;135787;elver;reveler;elver;elver;elver
really;reely;116;354;375;136266;135710;freely;leery;freely;freely;freely
really;rehen;136076;69707;7235;135932;135732;prehend;herne;prehend;prehend;prehend
really;relay;316;28;6402;136241;135769;relay;early;relay;relay;relay
really;relete;136775;23440;15967;137102;135802;relet;deerlet;relet;relet;relet
really;reley;614;354;8061;136638;135746;relet;leery;relet;relet;relet
really;relie;136268;17031;8673;136461;135821;relied;belier;relied;relied;relied
really;reliy;324;514;6392;136235;135793;relic;riley;relic;relic;relic
really;rellea;15;63;67;137146;135880;elea;alleger;elea;chellean;chellean
really;relley;151;24;1215;137065;135898;shelley;yeller;shelley;shelley;shelley
really;relly;11;2;20;344;135724;rely;rallye;rely;belly;belly
really;remely;196;1167;594;136638;135796;merely;merely;merely;extremely;extremely
really;rerle;136218;8471;13125;136179;135715;lere;ferrel;lere;merle;merle
really;rerly;61;166;319;136170;135718;ferly;rarely;ferly;ferly;ferly
really;reyely;92;463;247;135992;135685;rely;leery;rely;eyelet;eyelet
really;riler;136178;10574;156348;136738;135750;rile;birler;rile;rile;rile
really;riliu;135803;52972;147511;136525;135725;ilium;librium;ilium;ilium;ilium
really;rilly;163;149;559;419;135769;frilly;frilly;frilly;frilly;frilly
really;wreely;114;737;398;136333;135710;freely;jewelry;freely;freely;freely
reason;reson;5;30;11;329;135905;bresson;norse;bresson;meson;resonant
reasonable;resnable;20;25;29;100;78;enablers;enablers;snabbles;enable;enable
reasonable;resonable;2;5;1;3;3;personable;banderoles;reasonable;personable;personable
reasonably;reasinably;1;9;1;1;12;reasonably;inerasably;reasonably;reasonably;creasing
reasonably;reasonable;4;17;4;4;4;reasonable;reasonable;reasonable;reasonable;reasonable
reasons;resons;3;12;6;54;49;mesons;nosers;mesons;mesons;mesons
rebel;rebell;1;5;1;1;1;rebel;labeler;rebel;rebel;rebel
rebuttal;rebutal;136661;8;1;2;5;rebut;baluster;rebuttal;rebut;rebut
rec;rect;5;29;5;8;136155;erect;cert;erect;erect;erect
rec;wreck;9;65;15;25;136102;wreck;wreck;wreck;wreck;wreck
recall;recoll;15;72;40;884;136430;coll;collier;recollet;recollet;recollet
receded;receeded;136336;2;1;1;11;exceeded;decreed;receded;receded;exceeded
receipt;re_seat;137120;19421;13855;136670;136175;reseat;aretes;reseat;seat;seat
receipt;re_sit;1215;8381;8012;136428;136153;resit;reist;resit;sit;a
receipt;reaicte;649;136;17633;136839;136171;reacted;acierate;reacted;evicted;evicted
receipt;reaseat;137272;25523;17319;137221;136271;reatas;aerates;crease;crease;crease
receipt;reaseet;137344;23090;17230;137060;136257;crease;arrestee;releasee;crease;crease
receipt;reasite;2229;5629;21516;137640;136244;reasted;aeriest;reasted;site;creasier
receipt;receat;40;823;80;15;15;recheat;cerate;recheat;grece;grece
receipt;receet;28;278;48;13;12;greece;decreet;greece;grece;grece
receipt;receit;2;13;3;3;3;deceit;cerite;deceit;deceit;deceit
receipt;receite;4;43;6;3;3;recite;erectile;deceit;deceit;deceit
receipt;recept;4;10;11;66;68;recept;recept;recept;recept;recept
receipt;recet;16;99;22;13;12;grece;crete;grece;grece;grece
receipt;recete;43;278;83;24;24;secrete;decreet;cete;cete;cete
receipt;reciapt;14;134;81;467;136252;breccia;paretic;appreciate;grecian;grecian
receipt;reciat;114;1153;982;566;136268;breccia;article;breccia;appreciate;appreciate
receipt;recicipt;136384;130;5;42;136215;precipice;accipiter;precipice;recipe;precis
receipt;reciept;9;1;56;433;136219;recept;receipt;recept;precieuse;precieuse
receipt;reciet;100;13;872;396;136227;retie;cerite;reccied;precieuse;precieuse
receipt;recipt;2;10;2;27;136215;recipe;cuprite;recipe;recipe;recipe
receipt;recipte;3;1;4;40;136228;recipe;receipt;recipe;recipe;recipe
receipt;reciseat;137017;1163;3775;1174;136292;precised;acierates;precise;precise;precise
receipt;recit;68;115;537;385;136215;recite;citer;recite;recite;recite
receipt;recite;135;13;1466;733;136225;recite;cerite;recite;recite;recite
receipt;recot;216;3776;648;630;136485;greco;recto;greco;greco;entrecote
receipt;recset;193;855;814;219;136157;secret;certes;secret;recs;recs
receipt;reicept;2;1;3;136899;136230;recept;receipt;recept;bicep;bicep
receipt;reiept;3;8;8;136638;136153;crept;emptier;crept;rei;a
receipt;reqsat;137130;57298;9263;136595;136153;resat;quartes;resat;sat;a
receipt;reseat;4205;19124;26032;137999;136313;reseat;aretes;reseat;reseat;reseat
receipt;reset;2200;5554;20019;137633;136303;reset;ester;reset;reset;reset
receipt;resete;2860;9118;28241;137957;136306;reset;eeriest;reset;reset;reset
receipt;resit;2119;7661;18428;137821;136287;resit;reist;resit;resit;resit
receipt;resite;1917;1321;26604;138389;136314;resit;reties;resit;resit;resit
receipt;riscete;641;173;21917;137427;136195;ceteris;ceteris;ceteris;ceteris;cete
receipts;recceats;107;1243;23;837;136186;recheats;accretes;recce;recce;recce
receipts;receevite;12;580;336;62;55;eviternal;erective;evite;evite;evite
receipts;receiepts;1;6;3;3;5;receipts;creepiest;recepts;recepts;receipt
receipts;receipes;1;47;3;2;2;receipts;creepies;receipt;receipt;receipt
receipts;receipt;136720;8;2;2;2;receipt;receipt;receipt;receipt;receipt
receipts;receipt's;1;1;2;2;2;receipts;receipts;receipt;receipt;receipt
receipts;receipte;2;38;3;3;3;receipted;creepiest;receipted;receipted;receipted
receipts;receipted;3;168;4;4;4;receipted;receipted;receipted;receipted;receipted
receipts;receiptes;2;6;3;3;3;receipted;creepiest;receipted;receipted;receipted
receipts;receite;136720;215;16;5;5;recite;erectile;deceit;deceit;deceit
receipts;receites;1;59;31;7;6;receipts;cheeriest;recites;deceit;deceit
receipts;receits;137187;15;2;6;6;deceits;ceteris;deceits;deceits;deceits
receipts;recept;136813;53;24;95;92;recept;recept;recept;recept;recept
receipts;recepts;136932;15;5;30;96;recepts;recepts;recepts;recepts;recepts
receipts;recetes;137183;334;555;83;82;cetes;secrete;cetes;cetes;cetes
receipts;receupt;136640;180;6;21;21;recept;peracute;recept;grece;grece
receipts;reciecps;79;24;962;513;136223;precieuse;peccaries;secrecies;precieuse;precieuse
receipts;recieps;136830;13;1279;573;136223;reccies;piecers;reccied;precieuse;precieuse
receipts;reciept;136659;8;111;626;136223;recept;receipt;recept;precieuse;precieuse
receipts;recieptes;189;6;620;1331;136264;precieuse;creepiest;reccies;recites;precieuse
receipts;reciepts;5;1;8;42;136226;precepts;receipts;recepts;recepts;precieuse
receipts;recietes;149;59;7765;1494;136251;precieuse;cheeriest;reccies;recites;societe
receipts;reciets;137167;15;158;1049;136233;reccies;ceteris;reccied;diets;precieuse
receipts;recieves;191;680;5727;1087;136292;relieves;receives;reccies;nieves;nieves
receipts;recipes;136967;13;242;744;136240;recipes;piecers;recipes;recipes;recipes
receipts;reciptes;10;1;23;81;136234;precipitates;receipts;recipes;recipe;recipe
receipts;recipts;136837;15;1;3;76;recipe;triceps;receipts;recipe;recipe
receipts;recites;137538;15;5731;1912;136324;recites;ceteris;recites;recites;recites
receipts;recits;137247;143;117;809;136220;recite;citers;recite;recite;recite
receipts;recives;137042;306;4070;1303;136270;cives;scrieve;cives;cives;cives
receipts;reicpts;136898;15;1;153;136169;freits;triceps;receipts;reich;reich
receipts;reseets;137343;4365;5418;137959;136324;resets;eroteses;resets;resets;foresee
receipts;riecepts;21;1;15;98;136232;precepts;receipts;recepts;recepts;recepts
receive;receave;7;7;12;58;58;reave;echeveria;reave;eave;eave
receive;recieve;9;1;116;575;136280;relieve;receive;reccied;lieve;precieuse
received;reased;137906;23123;3796;137447;136275;creased;aredes;creased;creased;creased
received;recavied;60;31;256;994;136186;cavitied;deciare;cavie;cavie;cavie
received;receaved;2;12;6;12;116;bereaved;advertence;reaved;deaved;deaved
received;recevber;3;138;239;24;23;receiver;cleverer;bere;grece;grece
received;recevd;136676;21;38;24;23;grece;covered;grece;grece;grece
received;receved;136545;2;1;1;35;recede;deceiver;received;received;grece
received;recevid;136631;6;102;27;27;crevice;creviced;crevice;grece;grece
received;recevs;136937;1119;39;24;23;revs;corvees;revs;grece;grece
received;recieved;12;2;31;86;136290;relieved;deceiver;reccied;rieved;rieved
received;recivd;136539;29;49;457;136225;deciare;cervid;recidive;precis;precis
received;recived;136754;6;1;2;65;reived;creviced;received;cive;cive
received;recives;137047;308;29;109;136276;cives;scrieve;cives;cives;cives
received;recved;136868;21;1;2;136163;overed;covered;received;rec;a
received;reived;137143;61;3;7;7;reived;derive;reived;reived;reived
received;resced;137518;1913;337;137845;136260;recedes;creeds;redescend;fluoresced;fluoresced
received;resemt;137571;69002;25115;137748;136308;reset;merest;remises;resemble;resemble
received;resevd;137225;1374;23690;137568;136305;sevres;served;sevres;grese;grese
received;reseved;136998;207;684;1576;136375;severed;deserve;severed;reserved;grese
received;resived;137410;428;56;177;130;reived;derives;redressive;adhesive;adhesive
received;resved;137575;1374;167;901;136163;redes;served;redes;res;a
received;resvered;136932;509;937;139861;136550;beavered;deserver;revered;overed;overed
received;resvred;136881;2694;2878;138450;136164;redes;adverser;redress;livres;louvred
received;riceved;136740;6;205;1144;136236;riced;creviced;riced;rice;rice
received;riveced;136736;6;3;88;136270;rived;creviced;rived;rive;rive
received;weseede;136483;4368;30987;136893;136225;neesed;sweetened;seesawed;seeded;seeded
receiver;receiver;1;1;1;1;1;receiver;receiver;receiver;receiver;receiver
receiver;receaver;1;5;9;17;175;receiver;recreative;reaver;beaver;beaver
receiver;receever;1;8;2;8;137;receiver;recoveree;reeve;peever;peever
receiver;received;4;20;5;5;5;received;deceiver;received;received;received
receiver;receivor;1;20;4;4;4;receiver;overprice;receive;receive;receive
receiver;receover;1;15;3;4;361;receiver;recovered;recover;recover;moreover
receiver;recever;136497;2;1;2;119;revere;cleverer;receiver;ever;ever
receiver;reciever;14;1;59;172;136414;reliever;receiver;reverie;liever;liever
receiver;recievor;35;20;2347;660;136235;recidive;overprice;trevor;precieuse;precieuse
receiver;reciover;25;20;52;388;136321;recovers;overprice;recover;recover;precious
receiver;reciver;136733;1;2;2;117;reiver;receiver;erective;cive;cive
receiver;resever;136903;178;1013;2337;136473;severe;reserve;reverses;sever;sever
receiver;resiaver;327;1052;813;2466;136368;resiance;arrestive;bereaves;atresia;atresia
receives;recieves;12;1;44;97;136302;relieves;receives;reccies;nieves;nieves
receives;recives;137051;8;3;5;95;cives;scrieve;cives;cives;cives
receiving;recieving;10;1;25;33;255;grieving;receiving;relieving;rieving;rieving
receiving;reciving;1;1;1;1;46;receiving;receiving;receiving;receiving;diving
recent;resent;38;278;161;927;136369;resent;enters;resent;resent;resent
recently;rceley;136565;14;14075;136971;136208;celery;celery;celeb;parceled;parceled
recently;reacently;1;2;1;3;3;recently;recreantly;recently;adjacently;adjacently
recently;reaenly;136675;192;67;136711;136189;greenly;alderney;greenly;evenly;evenly
recently;reansonly;136461;19360;4940;137916;136248;mansonry;resonantly;reasons;reans;reans
recently;reasaintly;108;13520;60;204;175;unsaintly;antislavery;saintly;saintly;saintly
recently;reasantly;107;3179;53;278;274;pleasantly;pleasantry;pleasantly;pleasantly;pleasantly
recently;reasen;137854;27612;3085;137203;136274;crease;ensear;encrease;crease;crease
recently;reasenly;136450;1021;376;137257;136287;encrease;earnestly;encrease;crease;crease
recently;reasitly;389;21560;186;1290;136247;greasily;dielytras;greasily;creasier;creasier
recently;reasley;137102;5021;21033;136951;136230;easle;sealery;easle;easle;easle
recently;reasonly;136344;14860;2355;137058;136255;reasonless;layperson;reason;reason;reason
recently;recantly;10;40;9;32;288;secantly;alectryon;secantly;secantly;secantly
recently;recantyly;106;43;28;1840;136241;recanted;alectryon;recant;recant;recant
recently;recelty;136670;3;66;37;37;celt;erectly;celt;celt;celt
recently;recendle;3;541;19;10;10;recensed;creneled;lendl;pendle;pendle
recently;recenly;136514;1;1;6;6;recent;recently;recently;recent;recent
recently;recensently;1;22;1;1;4;recently;secernent;recently;recently;recense
recently;recenty;136718;1;2;2;2;recent;recently;recent;recent;recent
recently;recetey;136592;40;188;45;45;secrete;cemetery;cete;cete;cete
recently;reciently;2;5;1;5;48;anciently;reticently;recently;anciently;anciently
recently;recuntly;3;17;1;7;53;recumbently;currently;recently;auntly;auntly
recently;reicely;136599;105;107;136970;136215;cicely;celerity;cicely;cicely;cicely
recently;reicently;2;5;2;3;3;reticently;reticently;reticently;reticently;reticently
recently;reneay;136992;966;2442;137320;136259;rene;beanery;rene;rene;pyrenean
recently;rentry;136830;371;336;1740;136304;reentry;reentry;reentry;entry;entry
recently;resence;136913;4276;1149;138407;136513;essence;recense;presence;presence;presence
recently;resent;138140;3327;716;2375;136370;resent;enters;resent;resent;resent
recently;resentle;117;1172;136;274;252;presently;enshelter;resent;resent;resent
recently;resentley;94;80;139;282;257;presently;serenely;resent;resent;presently
recently;resently;20;23;7;65;71;presently;earnestly;presently;presently;presently
recently;reserntly;19;45;47;125;113;presently;earnestly;presently;presently;reserve
recently;reshet;137827;18128;27838;138211;136243;freshet;esther;freshet;freshet;freshet
recently;resinly;137161;5387;4454;138324;136319;resin;inlayers;resin;resin;resin
recently;resley;137269;1045;26559;137677;136186;presley;presley;presley;presley;presley
recently;resonlly;136376;6021;3732;138271;136265;resonantly;enrolls;reasonless;resonant;resonant
recently;resonly;136849;4236;2852;137802;136267;only;elytrons;bresson;only;resonant
recently;restentley;83;229;277;528;455;gentlest;interestedly;gentlest;bentley;bentley
recently;restially;137002;25885;11142;140530;136949;celestially;literals;celestially;celestially;celestially
recently;restle;138140;2733;5294;138688;136400;trestle;lester;trestle;trestle;trestle
recently;restly;137486;1288;267;2307;136384;rest;tylers;rest;rest;trestle
recently;ricanlie;136631;17304;155073;138151;136325;american;irenical;rican;rican;rican
recently;risenly;136835;5387;3536;138088;136397;risen;inlayers;risen;risen;risen
recently;vesvease;136267;111691;153207;136787;136236;deceases;evasiveness;eases;ease;ease
receptacle;receptacel;1;1;1;1;1;receptacle;receptacle;receptacle;receptacle;receptacle
reception;reseption;1;99;2;5;5;reception;interpose;obreption;deception;deception
recess;reces;3;26;3;2;2;greces;ceres;greces;greces;greces
recess;reses;130;13;1192;138248;136354;seres;erses;greses;greses;greses
recession;recetion;16;455;19;25;607;reception;erection;reception;reception;deletion
recipe;resipe;17;224;20;420;136389;sipes;aperies;sipes;sipe;sipe
recipes;recipies;136724;13;5;14;16;recipient;epiciers;recipiences;recipient;recipient
recipient;resipient;5;37;4;9;8;desipient;printeries;desipient;desipient;desipient
reciprocal;reciprocel;1;2;1;1;1;reciprocal;perchloric;reciprocal;reciprocal;reciprocal
recite;resite;32;310;82;671;136457;resit;reties;resit;resit;resit
reckon;brecken;23;123;56;31;32;recked;becker;recked;recked;recked
reckon;reacon;97;226;899;137208;136347;beacon;cornea;beacon;beacon;beacon
reckon;reakon;10;65;18;320;136357;reak;korean;reak;reak;breakoff
reckon;recand;331;5314;765;517;136363;recant;cedarn;recant;recant;recant
reckon;recard;136838;26099;1005;623;136332;areca;carder;areca;scorecard;scorecard
reckon;reccon;11;70;26;309;136315;recco;conacre;recco;recco;recco
reckon;reccond;16;280;59;567;136363;recco;conceder;recco;recco;recco
reckon;recconds;136611;1347;92;674;136366;recondense;conceders;seconds;recco;recco
reckon;recconed;136649;1019;211;879;136405;reckoned;conceder;reconvened;coned;coned
reckon;reccons;14;487;88;1188;136425;recco;concerns;recco;recco;recco
reckon;rechond;16;445;38;503;136329;chondre;chondre;chondre;chondre;chondre
reckon;reckan;7;116;12;10;10;reck;canker;reck;reck;reck
reckon;reckand;9;413;18;11;11;reck;cranked;reck;reck;wreckage
reckon;recken;16;44;39;28;29;recked;redneck;recked;recked;recked
reckon;reckgon;1;4;1;8;8;reckon;greenock;reckon;reck;reck
reckon;reckone;1;8;3;3;3;reckon;cerenkov;reckoned;reckoned;reckoned
reckon;reckoned;136601;47;5;6;6;reckoned;reckoned;reckoned;reckoned;reckoned
reckon;reckons;2;9;2;2;2;reckons;conkers;reckons;reckons;reckons
reckon;recogn;43;100;434;515;136641;greco;conger;recognise;recognise;recognise
reckon;recoin;64;219;772;552;136645;recoin;coiner;recoin;recoin;recoin
reckon;recomece;136503;5372;1330;943;136681;homecomer;recommence;recommence;comecon;homecomer
reckon;recomend;136796;1486;2629;1436;136731;recommend;decameron;recommend;recommend;recommend
reckon;recon;6;29;14;646;136669;brecon;creon;brecon;brecon;brecon
reckon;recond;15;149;50;881;136686;brecon;conder;brecon;brecon;brecon
reckon;reconded;136903;1121;411;1448;136837;seconded;decrowned;seconded;seconded;seconded
reckon;recone;13;127;49;865;136673;brecon;encore;brecon;brecon;brecon
reckon;reconece;136576;542;112;1130;136681;reconnect;coherence;reconnect;reconnect;brecon
reckon;reconed;28;677;165;1227;136757;coned;encoder;coned;coned;coned
reckon;reconen;19;347;94;955;136676;brecon;congener;reconvene;brecon;brecon
reckon;recongr;15;232;102;962;136681;congree;conger;congree;brecon;brecon
reckon;reconize;136846;1103;272;1706;136866;preconize;necrotize;preconize;preconize;preconize
reckon;reconn;13;64;41;804;136674;brecon;conner;brecon;brecon;brecon
reckon;reconnd;18;321;78;832;136674;brecon;condoner;brecon;brecon;reconnect
reckon;reconned;136746;1246;292;1183;136756;reconnect;concerned;conned;conned;conned
reckon;reconon;7;213;62;818;136669;brecon;condoner;brecon;brecon;brecon
reckon;reconten;136878;1753;503;1781;136783;contender;cretonne;entrecote;contend;contend
reckon;record;262;2247;1001;772;136659;record;record;record;record;record
reckon;rectin;284;7140;1684;1140;136603;recti;cretin;recti;recti;recti
reckon;rectioned;137305;12356;1115;7579;138113;sectioned;recondite;sectioned;sectioned;sectioned
reckon;recton;17;180;58;743;136468;recto;contre;recto;recto;recto
reckon;regcone;102;370;926;137476;136315;cone;cogener;cone;cone;cone
reckon;regon;80;804;198;136751;136330;oregon;ergon;oregon;oregon;oregon
reckon;regond;180;3728;340;136915;136330;oregon;eroding;oregon;oregon;oregon
reckon;rekon;1;11;3;27;136311;reckon;krone;kon;mekong;mekong
reckon;rekson;22;97;210;136623;136315;reeks;bonkers;reeks;treks;treks
reclamation;reclaimation;1;2;1;2;7;reclamation;lacrimation;reclamation;disclaimation;disclaimation
recognition;recognition;1;1;1;1;1;recognition;recognition;recognition;recognition;recognition
recognition;recanistion;214;1003;121;617;3514;recantation;cinerations;receptionist;questionist;canister
recognition;reccenient;1607;3720;2576;6400;136494;centenier;centenier;recent;lenient;lenient
recognition;reccodin;625;7196;1027;2609;136397;recoding;corniced;recoding;recco;recco
recognition;reccoenition;2;23;1;3;30;lenition;econometrician;recognition;lenition;lenition
recognition;recednition;1;300;1;2;29;recognition;containerised;recognition;unition;unition
recognition;recegition;4;63;10;11;185;reception;recognitive;region;legitimation;largition
recognition;recegnintion;4;41;1;13;2402;intention;electrowinning;recognition;unintentional;unintentional
recognition;recegnitation;16;237;4;68;1635;recitation;perfectionating;recitation;recitation;sanitation
recognition;recegnition;1;11;1;2;6;recognition;auctioneering;recognition;ignition;ignition
recognition;recganiction;104;65;52;465;2746;nictitation;concertinaing;rection;diction;diction
recognition;recgonition;1;1;3;8;32;recognition;recognition;monition;monition;monition
recognition;recignition;3;11;2;3;6;ignition;incongruities;ignition;ignition;ignition
recognition;recinition;2;46;5;7;38;definition;indirection;recitation;initio;initio
recognition;recintut;956;9372;9463;3366;136412;precinct;intercut;ceinture;precinct;precinct
recognition;reckenision;386;1454;183;1215;136767;recision;eirenicons;recision;recision;recked
recognition;recknotion;16;13;75;101;2235;prenotion;moonstricken;notion;notion;notion
recognition;reckognition;1;1;1;1;4;recognition;recognition;recognition;recognition;cognition
recognition;reckonition;3;2;3;12;49;monition;conditioner;monition;monition;monition
recognition;recmition;2;542;5;6;163;dormition;marcionite;rection;dormition;dormition
recognition;recoaten;289;15537;2428;422;339;uncoated;carotene;oaten;oaten;oaten
recognition;recobmition;1;95;1;1;2;recognition;recombination;recognition;recognition;dormition
recognition;recocgnition;1;1;1;1;1;recognition;recognition;recognition;recognition;recognition
recognition;recoddissen;136910;41066;3529;634;544;dissented;considered;dissect;dissent;dissent
recognition;recodenition;1;33;2;1;4;recognition;derecognition;derecognition;recognition;lenition
recognition;recodmition;2;221;1;1;2;recondition;iodometric;recognition;recognition;dormition
recognition;recodnition;1;16;1;1;1;recognition;conditioner;recognition;recognition;recognition
recognition;recogenaginon;21;254;109;61;43;nonogenarian;congregation;recoinage;cogent;cogent
recognition;recogenation;12;37;16;25;171;halogenation;congregation;arenation;halogenation;halogenation
recognition;recoginial;13;1556;42;32;25;precolonial;recoiling;precolonial;finial;finial
recognition;recogition;1;2;1;1;1;recognition;goniometric;recognition;recognition;recognition
recognition;recogmition;1;4;1;1;1;recognition;goniometric;recognition;recognition;recognition
recognition;recognation;2;15;2;3;12;cognation;congregation;cognation;cognation;cognation
recognition;recognetion;1;9;1;1;1;recognition;coregonine;recognition;recognition;recognition
recognition;recogniction;1;1;1;1;1;recognition;recognition;recognition;recognition;recognition
recognition;recognision;3;10;2;10;27;recognising;recognitions;recognising;recognising;recognising
recognition;recognization;2;4;2;2;21;preconization;preconization;preconization;preconization;precognizant
recognition;recognize;28;2160;32;30;30;recognize;recognize;recognize;recognize;recognize
recognition;recogonition;1;1;1;1;1;recognition;recognition;recognition;recognition;recognition
recognition;recoknigition;1;2;1;1;3;recognition;irrecognition;recognition;recognition;largition
recognition;recomdation;70;4048;52;94;1363;recordation;carotenoid;recordation;recommendation;recommendation
recognition;recomdition;7;221;7;11;38;recondition;iodometric;recondition;recondition;edition
recognition;recomentation;166;1676;263;429;1822;fomentation;contemperation;commentation;fomentation;fomentation
recognition;recomigtion;3;4;21;7;37;recombination;goniometric;recommission;recombination;recombination
recognition;recomission;208;2390;355;337;1333;recommission;commissioner;recommission;recommission;omission
recognition;recomition;2;59;3;4;7;recomposition;goniometric;recomposition;recomposition;comitia
recognition;recommission;234;2859;386;389;1433;recommission;commissioner;recommission;recommission;recommission
recognition;recommition;16;116;11;21;36;recommit;metronomic;recommit;recommit;recommit
recognition;reconation;100;148;166;330;1637;conation;incoronate;conation;conation;conation
recognition;recondation;68;411;128;149;1458;recondition;incoronated;recondition;recommendation;pandation
recognition;recondintion;27;24;122;73;199;recondition;conditioner;recondition;recondition;recondition
recognition;recondnition;6;24;8;8;9;recondition;conditioner;recondition;recondition;recondition
recognition;recongenions;98;279;60;294;1851;decongestions;recondensing;decongestions;congenic;congenic
recognition;recongintion;5;2;112;50;152;reconvention;reconnoitring;reconditioning;reconvention;reconvention
recognition;recongition;4;1;8;8;11;recondition;recognition;recondition;recondition;recondition
recognition;recongnetion;12;25;7;46;148;reconvention;reconnoitering;concretion;recondition;recondition
recognition;recongnition;1;2;1;1;1;recognition;reconnoitring;recognition;recognition;recognition
recognition;reconigation;26;1;20;201;1451;preconisation;recognition;preconisation;preconisation;ligation
recognition;reconigition;4;2;1;13;23;recondition;irrecognition;recognition;reconditioning;recondition
recognition;reconisation;179;158;55;786;2124;preconisation;consideration;preconisation;preconisation;preconisation
recognition;reconitation;18;91;6;80;1740;recitation;enantiotropic;recitation;preconisation;sanitation
recognition;reconitin;4;16;1;20;99;aconitine;incretion;recognition;aconitine;aconitine
recognition;reconition;1;2;1;2;7;recognition;conditioner;recognition;monition;monition
recognition;reconization;140;43;45;636;1941;preconization;preconization;preconization;preconization;preconization
recognition;reconnation;82;230;178;243;1650;connation;incoronate;connation;connation;connation
recognition;reconnicion;35;31;15;148;606;conniption;ciceronian;connectionism;epinicion;epinicion
recognition;reconnissant;326;7212;138;836;685;croissant;consternations;reconnaissance;reconnaissance;nissan
recognition;reconnistion;22;39;31;102;211;preconisation;conditioners;connectionism;preconisation;reconnect
recognition;reconnition;1;4;1;1;1;recognition;reconnoitring;recognition;recognition;recognition
recognition;recoznition;1;4;1;1;1;recognition;preconization;recognition;recognition;recognition
recognition;recqunition;9;101;5;13;31;munition;internuncio;unition;unition;unition
recognition;recudnition;1;279;1;2;29;recognition;rediscounting;recognition;unition;unition
recognition;recuigition;2;87;8;8;181;recusation;incongruities;digitation;digitisation;largition
recognition;recunestion;114;4984;278;188;2611;egestion;recontinues;lectiones;egestion;egestion
recognition;reginition;20;51;26;44;38;definition;orienting;initio;initio;initio
recognition;reginosion;612;45;2893;6191;136706;erosions;nigrosine;region;regina;regina
